sample_id,batch_id,collection_timestamp,feed_type,moisture_pct,protein_pct,fiber_pct,energy_mcal_per_kg,mineral_deficiency_index,urea_pct,sand_silica_pct,aflatoxin_ppb,fungal_load_index,mould_index_pct,storage_temperature_c,ph,sampling_depth_cm,device_id,firmware_version,measurement_repeat,spoilage_flag,adulteration_type,quality_status,split
F006649,B004807,2025-05-18 20:09:18.258608620,Cattle Feed Pellet,11.1,21.04,21.85,3.01,14.48,2.32,0.36,5.32,6.64,13.88,35.49,,22.1,DEV-0025,1.0.0,3,0,Excess Salt,Poor,train
F006650,B000706,2025-05-18 20:39:09.678322610,Feed Mash,11.32,16.67,8.86,2.75,10.14,0.95,0.0,4.72,3.52,2.49,18.12,,36.2,DEV-0054,1.1.0,1,0,None,Good,train
F006651,B004508,2025-05-18 21:09:01.098036600,Mineral Mixture,2.47,14.42,5.36,2.44,15.51,0.64,0.86,1.43,2.02,25.43,34.29,,42.9,DEV-0035,1.0.0,3,0,None,Good,train
F006652,B007857,2025-05-18 21:38:52.517750592,Mineral Mixture,4.91,7.76,5.95,1.41,14.25,0.94,0.51,10.67,8.96,57.37,44.08,,7.2,DEV-0136,1.2.0,3,0,Mould/Fungal Contamination,Poor,train
F006653,B008415,2025-05-18 22:08:43.937464582,Silage,70.24,12.41,25.45,2.63,16.16,1.38,0.63,1.29,4.2,6.16,27.02,5.16,2.4,DEV-0028,1.0.0,1,0,None,Moderate,train
F006654,B003406,2025-05-18 22:38:35.357178572,Feed Mash,19.14,19.64,16.11,2.64,10.78,1.58,1.01,2.5,0.53,12.74,32.2,,57.4,DEV-0150,1.1.0,3,0,None,Moderate,test
F006655,B008714,2025-05-18 23:08:26.776892562,Silage,75.36,4.35,25.88,2.63,22.91,0.32,0.78,78.71,3.69,80.64,34.59,5.58,50.4,DEV-0114,1.2.0,3,1,Mould/Fungal Contamination,Unsafe,validation
F006656,B008996,2025-05-18 23:38:18.196606554,Cattle Feed Pellet,12.75,14.63,14.25,2.51,3.61,3.61,1.39,0.57,2.85,14.21,30.73,,40.9,DEV-0076,1.1.0,2,0,None,Moderate,train
F006657,B004412,2025-05-19 00:08:09.616320544,Mineral Mixture,2.35,24.0,8.35,1.96,14.97,0.0,1.43,3.25,4.4,3.93,24.81,,42.8,DEV-0026,1.0.0,2,0,None,Good,train
F006658,B008145,2025-05-19 00:38:01.036034534,Silage,76.52,8.77,22.6,2.14,34.05,10.5,1.04,51.38,8.79,92.8,21.26,5.87,4.7,DEV-0075,1.1.0,3,1,Urea Adulteration,Unsafe,train
F006659,B003272,2025-05-19 01:07:52.455748524,Cattle Feed Pellet,9.04,21.75,14.84,3.09,1.25,2.75,2.83,9.14,0.0,0.0,24.78,,19.5,DEV-0145,1.1.0,2,0,None,Good,train
F006660,B007322,2025-05-19 01:37:43.875462516,Silage,78.45,10.71,15.56,1.94,9.65,3.08,2.11,5.33,2.64,24.65,24.14,4.85,20.7,DEV-0096,1.2.0,3,0,None,Moderate,test
F006661,B005107,2025-05-19 02:07:35.295176506,Silage,74.86,6.9,33.52,2.14,10.37,0.22,0.61,3.25,6.35,32.18,33.1,4.61,20.2,DEV-0102,1.0.0,1,0,None,Moderate,test
F006662,B000505,2025-05-19 02:37:26.714890496,Cattle Feed Pellet,14.12,20.08,10.92,2.31,13.09,0.86,5.13,1.53,2.07,29.05,29.0,,17.5,DEV-0144,1.0.0,3,0,None,Moderate,test
F006663,B006221,2025-05-19 03:07:18.134604486,Feed Mash,15.4,10.18,20.49,2.3,15.35,0.0,2.2,14.19,5.84,50.89,38.5,,51.1,DEV-0149,1.1.0,2,0,None,Poor,train
F006664,B007724,2025-05-19 03:37:09.554318478,Cattle Feed Pellet,9.85,21.77,18.73,3.44,21.67,5.22,1.98,1.53,3.39,22.26,28.67,,1.9,DEV-0012,1.2.0,2,0,None,Good,train
F006665,B002969,2025-05-19 04:07:00.974032468,Silage,71.5,6.62,25.41,2.31,14.82,1.0,14.19,47.81,7.45,67.55,28.22,6.47,42.3,DEV-0146,1.1.0,2,1,Sand/Silica Contamination,Unsafe,train
F006666,B007523,2025-05-19 04:36:52.393746458,Mineral Mixture,8.0,5.68,,1.65,19.47,0.92,2.04,14.19,4.62,67.1,31.14,,6.0,DEV-0077,1.1.0,1,0,Mould/Fungal Contamination,Poor,train
F006667,B000498,2025-05-19 05:06:43.813460448,Silage,65.03,7.69,30.63,2.44,16.17,2.48,1.79,6.66,2.33,11.88,36.69,5.29,49.8,DEV-0002,1.1.0,2,0,None,Moderate,train
F006668,B006664,2025-05-19 05:36:35.233174438,Cattle Feed Pellet,9.43,14.98,17.86,2.97,11.85,1.35,0.0,3.39,5.39,28.95,35.33,,18.8,DEV-0115,1.0.0,3,0,None,Moderate,train
F006669,B004814,2025-05-19 06:06:26.652888430,Silage,74.79,5.98,21.47,2.48,16.77,0.0,4.12,9.27,2.66,11.08,23.83,4.85,23.3,DEV-0073,1.0.0,1,0,None,Moderate,train
F006670,B002051,2025-05-19 06:36:18.072602420,Mineral Mixture,3.46,12.06,6.15,1.88,9.69,1.84,1.84,0.65,2.91,1.4,32.13,,24.7,DEV-0075,1.0.0,3,0,None,Good,train
F006671,B003817,2025-05-19 07:06:09.492316410,Cattle Feed Pellet,13.48,14.84,19.91,2.35,17.68,1.2,1.38,8.58,1.57,43.41,37.43,,9.1,DEV-0087,1.0.0,2,0,None,Poor,train
F006672,B001699,2025-05-19 07:36:00.912030400,Mineral Mixture,4.34,8.77,3.73,2.21,0.0,1.41,0.72,1.42,1.53,5.27,39.96,,10.7,DEV-0063,1.1.0,2,0,None,Moderate,train
F006673,B006474,2025-05-19 08:05:52.331744392,Cattle Feed Pellet,13.91,12.54,20.79,2.45,29.38,0.0,0.73,74.0,7.64,92.66,36.94,,5.5,DEV-0057,1.0.0,3,0,Mould/Fungal Contamination,Unsafe,train
F006674,B001526,2025-05-19 08:35:43.751458382,Cattle Feed Pellet,9.74,19.87,15.64,2.98,25.96,1.72,1.49,4.94,1.58,28.24,27.41,,7.6,DEV-0007,1.0.0,2,0,None,Good,train
F006675,B000638,2025-05-19 09:05:35.171172372,Silage,68.8,9.66,24.89,2.2,12.82,6.24,0.68,3.96,6.07,24.36,40.15,5.64,46.2,DEV-0047,1.1.0,2,1,None,Poor,train
F006676,B002955,2025-05-19 09:35:26.590886362,Cattle Feed Pellet,12.57,,19.18,3.11,13.69,1.4,5.94,3.11,6.21,36.08,24.86,,20.2,DEV-0055,1.0.0,3,0,None,Poor,train
F006677,B000746,2025-05-19 10:05:18.010600354,Silage,80.49,6.31,33.57,2.04,26.0,1.18,1.24,5.08,5.71,32.79,26.2,4.75,38.8,DEV-0079,1.2.0,2,0,None,Poor,validation
F006678,B003862,2025-05-19 10:35:09.430314344,Cattle Feed Pellet,9.07,15.74,17.13,2.32,6.89,2.75,1.64,2.3,1.88,5.82,24.17,,19.8,DEV-0086,1.0.0,1,0,None,Moderate,train
F006679,B006235,2025-05-19 11:05:00.850028334,Silage,63.39,8.13,27.27,2.25,11.09,2.88,0.48,2.38,2.59,11.19,36.15,6.04,18.7,DEV-0030,1.1.0,3,1,None,Poor,train
F006680,B007649,2025-05-19 11:34:52.269742324,Silage,70.33,5.82,24.74,1.94,11.54,3.16,0.81,3.21,0.0,20.56,29.5,5.06,40.1,DEV-0102,1.1.0,3,0,None,Good,train
F006681,B008322,2025-05-19 12:04:43.689456314,Feed Mash,15.75,12.84,19.39,3.26,18.64,0.3,0.83,2.87,4.52,25.23,27.82,,8.4,DEV-0004,1.0.0,1,0,None,Moderate,train
F006682,B008298,2025-05-19 12:34:35.109170306,Mineral Mixture,4.11,13.73,3.13,2.25,18.05,0.0,1.77,2.79,3.9,0.0,30.35,,34.6,DEV-0089,1.1.0,1,0,None,Good,validation
F006683,B005896,2025-05-19 13:04:26.528884296,Silage,51.33,8.0,23.15,2.02,15.03,0.95,1.78,1.75,3.16,15.67,28.87,5.11,40.7,DEV-0004,1.2.0,3,0,None,Good,train
F006684,B004779,2025-05-19 13:34:17.948598286,Cattle Feed Pellet,13.55,18.41,21.72,2.28,28.76,1.39,0.73,10.99,5.2,38.9,24.26,,22.5,DEV-0100,1.1.0,1,0,None,Poor,test
F006685,B008509,2025-05-19 14:04:09.368312276,Cattle Feed Pellet,12.46,22.57,16.73,2.36,20.02,0.76,0.84,67.88,7.13,65.67,32.9,,29.1,DEV-0133,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F006686,B000234,2025-05-19 14:34:00.788026268,Cattle Feed Pellet,13.3,16.7,15.51,2.88,14.83,1.71,1.5,7.89,3.24,5.88,31.2,,11.1,DEV-0013,1.2.0,3,0,None,Moderate,train
F006687,B008166,2025-05-19 15:03:52.207740258,Cattle Feed Pellet,11.14,19.07,19.45,2.98,11.09,3.67,2.02,6.31,3.84,10.65,35.09,,37.0,DEV-0057,1.0.0,1,0,None,Good,train
F006688,B004170,2025-05-19 15:33:43.627454248,Cattle Feed Pellet,8.7,18.78,12.22,2.93,14.99,1.95,1.4,5.37,6.35,39.27,21.04,,22.6,DEV-0061,1.2.0,2,0,None,Moderate,train
F006689,B001659,2025-05-19 16:03:35.047168238,Cattle Feed Pellet,10.24,20.99,15.78,2.75,8.95,0.0,0.74,3.77,1.11,25.77,32.05,,47.4,DEV-0150,1.1.0,1,0,None,Good,train
F006690,B003674,2025-05-19 16:33:26.466882230,Feed Mash,21.02,13.11,19.26,2.52,15.57,1.92,1.58,46.26,7.15,65.06,28.69,,36.9,DEV-0049,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F006691,B007601,2025-05-19 17:03:17.886596220,Cattle Feed Pellet,10.98,17.22,15.66,3.12,6.52,0.37,0.04,0.58,2.93,8.41,27.77,,51.4,DEV-0072,1.1.0,2,0,None,Good,train
F006692,B008881,2025-05-19 17:33:09.306310210,Feed Mash,15.69,21.31,20.61,2.17,12.53,1.08,0.99,4.79,2.31,20.93,34.33,,11.9,DEV-0090,1.0.0,2,0,None,Moderate,train
F006693,B008521,2025-05-19 18:03:00.726024200,Silage,58.63,6.99,16.26,2.51,10.76,0.59,1.91,0.55,1.32,24.66,33.78,4.74,53.7,DEV-0053,1.0.0,3,0,None,Good,train
F006694,B001172,2025-05-19 18:32:52.145738192,Feed Mash,15.17,14.95,20.01,2.61,6.2,1.29,0.41,4.05,3.41,37.24,25.29,,45.7,DEV-0036,1.0.0,3,0,None,Poor,train
F006695,B001237,2025-05-19 19:02:43.565452182,Cattle Feed Pellet,13.51,24.8,21.05,2.93,16.5,1.91,0.98,1.94,4.6,9.52,23.14,,41.2,DEV-0056,1.1.0,3,0,None,Moderate,train
F006696,B008101,2025-05-19 19:32:34.985166172,Silage,68.19,9.98,23.65,2.16,15.09,0.91,7.24,31.99,7.5,38.03,35.71,5.79,13.2,DEV-0013,1.0.0,3,1,None,Unsafe,train
F006697,B001063,2025-05-19 20:02:26.404880162,Feed Mash,11.03,12.64,15.37,2.51,12.61,1.14,0.61,4.02,3.57,2.21,29.15,,14.8,DEV-0035,1.2.0,2,0,None,Good,train
F006698,B002159,2025-05-19 20:32:17.824594152,Feed Mash,14.87,20.74,18.03,2.2,17.94,0.37,1.71,9.32,3.14,34.17,41.69,,10.3,DEV-0092,1.1.0,2,0,None,Poor,test
F006699,B006004,2025-05-19 21:02:09.244308144,Silage,61.96,6.41,28.24,2.08,22.59,1.62,0.55,0.25,3.3,4.29,37.61,5.06,14.9,DEV-0044,1.0.0,1,1,None,Poor,train
F006700,B003720,2025-05-19 21:32:00.664022134,Silage,72.89,7.45,26.54,2.04,13.82,0.12,0.0,1.55,4.12,41.73,30.52,4.56,32.6,DEV-0109,1.2.0,1,0,None,Moderate,train
F006701,B007252,2025-05-19 22:01:52.083736124,Silage,76.63,8.09,36.56,2.35,11.96,1.07,0.54,1.49,4.22,11.98,38.73,4.98,23.6,DEV-0005,1.1.0,1,1,None,Poor,train
F006702,B003316,2025-05-19 22:31:43.503450114,Silage,70.73,5.93,25.88,2.08,7.05,0.39,0.58,1.93,1.06,3.37,27.43,4.66,4.4,DEV-0132,1.2.0,2,0,None,Good,train
F006703,B003114,2025-05-19 23:01:34.923164106,Cattle Feed Pellet,12.19,9.93,19.93,2.77,4.62,2.44,1.34,2.4,5.66,0.0,31.95,,0.8,DEV-0094,1.2.0,3,0,None,Moderate,train
F006704,B002801,2025-05-19 23:31:26.342878096,Cattle Feed Pellet,12.94,23.74,14.52,,9.61,0.0,0.35,0.65,3.78,21.54,29.15,,19.3,DEV-0080,1.2.0,1,0,None,Good,train
F006705,B003878,2025-05-20 00:01:17.762592086,Feed Mash,11.83,17.37,20.24,2.69,6.71,0.42,4.48,2.69,7.11,30.48,33.02,,5.2,DEV-0047,1.0.0,2,0,None,Moderate,train
F006706,B007341,2025-05-20 00:31:09.182306076,Cattle Feed Pellet,13.05,16.16,9.21,3.3,15.73,0.34,0.62,3.17,2.83,29.46,27.6,,52.0,DEV-0134,1.2.0,1,0,None,Good,train
F006707,B002311,2025-05-20 01:01:00.602020068,Cattle Feed Pellet,13.24,26.44,12.49,2.93,16.01,6.76,0.78,2.34,6.37,26.74,31.23,,3.6,DEV-0040,1.2.0,2,0,None,Good,validation
F006708,B002849,2025-05-20 01:30:52.021734058,Cattle Feed Pellet,9.07,22.51,17.6,3.04,17.53,0.0,0.0,11.86,4.0,32.33,29.74,,13.5,DEV-0121,1.1.0,2,0,None,Moderate,train
F006709,B007555,2025-05-20 02:00:43.441448048,Cattle Feed Pellet,15.4,20.01,17.32,2.59,22.9,0.34,1.25,42.78,6.3,93.36,33.04,,38.5,DEV-0089,1.2.0,3,0,Mould/Fungal Contamination,Unsafe,train
F006710,B004532,2025-05-20 02:30:34.861162038,Cattle Feed Pellet,11.56,19.15,7.44,3.08,8.72,1.77,1.51,0.88,1.6,0.0,36.77,,22.3,DEV-0015,1.1.0,2,0,None,Moderate,train
F006711,B003486,2025-05-20 03:00:26.280876028,Cattle Feed Pellet,6.02,20.5,21.61,3.1,7.36,2.68,0.0,1.94,2.61,17.88,25.44,,0.2,DEV-0020,1.1.0,2,0,None,Good,train
F006712,B008671,2025-05-20 03:30:17.700590020,Silage,56.19,10.08,15.64,2.11,10.31,2.52,0.93,1.99,0.08,0.0,31.81,4.83,47.8,DEV-0132,1.1.0,1,0,None,Good,train
F006713,B003210,2025-05-20 04:00:09.120304010,Cattle Feed Pellet,11.79,25.13,16.87,2.22,19.15,0.0,5.13,5.19,5.9,26.58,30.99,,33.7,DEV-0142,1.1.0,3,0,None,Moderate,train
F006714,B000227,2025-05-20 04:30:00.540018000,Cattle Feed Pellet,15.46,18.04,16.62,2.78,0.0,3.15,2.27,0.33,1.93,8.96,25.81,,29.5,DEV-0066,1.0.0,2,0,None,Moderate,train
F006715,B006262,2025-05-20 04:59:51.959731990,Feed Mash,15.32,10.73,12.52,3.16,7.98,1.08,1.65,6.24,0.77,13.71,25.9,,28.9,DEV-0031,1.0.0,2,0,None,Moderate,train
F006716,B007510,2025-05-20 05:29:43.379445982,Silage,66.09,8.13,33.64,2.32,9.67,4.19,4.16,1.59,0.99,5.96,19.57,5.34,33.8,DEV-0003,1.1.0,1,0,None,Good,train
F006717,B002813,2025-05-20 05:59:34.799159972,Feed Mash,16.9,12.29,18.82,3.21,10.05,2.1,0.51,2.47,3.51,17.92,36.96,,3.7,DEV-0110,1.2.0,1,0,None,Poor,train
F006718,B001022,2025-05-20 06:29:26.218873962,Silage,66.08,9.07,24.53,2.2,20.66,0.87,1.47,0.55,0.0,6.47,25.13,4.15,9.7,DEV-0138,1.1.0,3,0,None,Good,test
F006719,B002204,2025-05-20 06:59:17.638587952,Silage,73.13,8.89,26.17,1.81,11.01,0.95,0.95,5.03,3.56,5.02,32.87,4.27,34.9,DEV-0120,1.1.0,1,0,None,Good,train
F006720,B008912,2025-05-20 07:29:09.058301944,Feed Mash,13.16,25.25,15.96,2.71,20.16,0.28,0.01,8.58,3.87,26.11,30.73,,45.9,DEV-0135,1.2.0,1,0,None,Good,train
F006721,B001976,2025-05-20 07:59:00.478015934,Cattle Feed Pellet,9.99,15.93,17.14,2.77,18.44,2.0,0.0,59.95,6.91,66.08,33.73,,49.6,DEV-0090,1.1.0,3,0,Mould/Fungal Contamination,Unsafe,train
F006722,B006559,2025-05-20 08:28:51.897729924,Cattle Feed Pellet,12.87,20.93,12.29,2.81,22.72,5.07,0.0,1.41,3.49,27.02,25.26,,58.2,DEV-0032,1.2.0,3,0,None,Good,validation
F006723,B006233,2025-05-20 08:58:43.317443914,Silage,85.46,10.51,19.11,1.42,20.44,0.26,1.0,38.43,7.28,55.19,30.85,,28.8,DEV-0034,1.2.0,3,1,Mould/Fungal Contamination,Unsafe,train
F006724,B007331,2025-05-20 09:28:34.737157904,Feed Mash,12.31,15.29,14.71,2.51,29.58,0.65,0.0,48.87,4.8,62.0,26.7,,58.5,DEV-0138,1.0.0,2,0,Mould/Fungal Contamination,Unsafe,train
F006725,B001267,2025-05-20 09:58:26.156871896,Cattle Feed Pellet,6.5,19.06,21.42,2.9,14.35,5.99,0.22,6.36,1.3,42.8,32.68,,16.8,DEV-0009,1.0.0,2,0,None,Good,train
F006726,B000219,2025-05-20 10:28:17.576585886,Cattle Feed Pellet,12.84,21.07,19.9,2.93,3.32,0.3,0.94,2.22,3.6,0.0,26.78,,26.8,DEV-0080,1.2.0,3,0,None,Moderate,test
F006727,B008423,2025-05-20 10:58:08.996299876,Silage,65.81,6.12,27.18,1.92,14.86,0.03,0.76,12.0,3.16,41.94,30.23,5.24,55.9,DEV-0149,1.2.0,3,0,None,Poor,test
F006728,B002185,2025-05-20 11:28:00.416013866,Mineral Mixture,2.83,17.32,6.6,1.74,0.0,1.05,1.24,0.17,2.54,0.0,35.79,,24.1,DEV-0028,1.1.0,1,0,None,Good,train
F006729,B001634,2025-05-20 11:57:51.835727858,Mineral Mixture,5.04,14.2,4.68,1.78,29.22,0.0,1.04,2.52,9.24,27.49,30.74,,10.8,DEV-0139,1.1.0,1,0,None,Good,train
F006730,B002238,2025-05-20 12:27:43.255441848,Feed Mash,16.48,12.61,15.12,2.3,6.33,0.72,1.33,1.13,1.05,10.68,27.47,,47.4,DEV-0099,1.2.0,1,0,None,Moderate,train
F006731,B004758,2025-05-20 12:57:34.675155838,Mineral Mixture,3.79,19.33,4.19,2.05,3.93,1.6,0.0,1.11,6.42,16.72,28.2,,45.5,DEV-0021,1.1.0,1,0,None,Good,train
F006732,B005256,2025-05-20 13:27:26.094869828,Cattle Feed Pellet,9.53,21.56,21.83,2.61,10.7,1.03,0.44,5.97,2.18,21.5,34.08,,17.5,DEV-0064,1.1.0,1,0,None,Good,train
F006733,B008229,2025-05-20 13:57:17.514583820,Cattle Feed Pellet,8.05,24.73,23.96,3.5,11.87,0.38,1.7,8.7,5.45,22.27,23.77,,44.7,DEV-0026,1.1.0,3,0,None,Poor,train
F006734,B004372,2025-05-20 14:27:08.934297810,Silage,69.57,6.42,23.97,2.21,4.0,1.29,1.2,3.53,2.24,0.0,25.66,5.23,33.5,DEV-0072,1.1.0,2,0,Excess Salt,Poor,train
F006735,B005769,2025-05-20 14:57:00.354011800,Feed Mash,14.6,19.55,13.35,2.99,9.04,3.05,1.42,0.51,0.42,18.63,31.16,,11.0,DEV-0118,1.1.0,1,0,None,Moderate,validation
F006736,B008002,2025-05-20 15:26:51.773725790,Feed Mash,12.99,14.1,15.92,2.06,27.29,1.93,0.73,0.78,4.11,0.0,24.29,,7.8,DEV-0149,1.1.0,2,0,None,Good,train
F006737,B007365,2025-05-20 15:56:43.193439782,Cattle Feed Pellet,13.97,29.07,17.95,2.07,5.43,1.27,1.64,7.6,2.62,7.01,27.71,,54.8,DEV-0104,1.1.0,1,0,None,Moderate,train
F006738,B002047,2025-05-20 16:26:34.613153772,Silage,64.13,7.57,35.12,1.86,18.77,0.0,0.75,5.78,2.31,27.83,23.0,4.89,28.9,DEV-0046,1.1.0,3,0,None,Good,test
F006739,B008664,2025-05-20 16:56:26.032867762,Cattle Feed Pellet,12.82,11.0,15.41,3.27,19.75,1.58,1.05,4.77,3.14,17.9,27.46,,16.9,DEV-0047,1.1.0,2,0,None,Good,train
F006740,B008154,2025-05-20 17:26:17.452581752,Cattle Feed Pellet,10.77,15.96,15.39,2.69,1.67,0.08,0.43,1.26,0.62,6.01,25.18,,19.8,DEV-0117,1.2.0,3,0,None,Good,validation
F006741,B005576,2025-05-20 17:56:08.872295742,Cattle Feed Pellet,11.39,21.15,13.41,2.75,14.56,0.67,4.75,2.05,7.71,34.4,30.95,,25.6,DEV-0140,1.1.0,1,0,None,Moderate,train
F006742,B005086,2025-05-20 18:26:00.292009734,Silage,62.79,7.28,35.05,2.26,14.36,2.5,0.94,2.76,2.63,0.0,25.01,4.45,47.8,DEV-0102,1.0.0,3,0,None,Good,validation
F006743,B006780,2025-05-20 18:55:51.711723724,Cattle Feed Pellet,11.24,24.14,13.7,2.92,12.72,0.49,0.0,4.16,1.95,33.32,33.61,,50.8,DEV-0083,1.0.0,2,0,None,Moderate,train
F006744,B008030,2025-05-20 19:25:43.131437714,Feed Mash,18.29,20.43,18.09,2.97,12.04,3.53,0.76,4.31,3.24,13.9,36.05,,2.1,DEV-0032,1.2.0,3,0,None,Moderate,test
F006745,B005358,2025-05-20 19:55:34.551151704,Silage,66.83,9.79,18.76,2.47,6.26,0.55,0.12,1.26,3.47,15.14,33.77,5.16,28.3,DEV-0027,1.0.0,2,0,None,Good,train
F006746,B004786,2025-05-20 20:25:25.970865696,Cattle Feed Pellet,10.8,30.0,15.65,2.88,22.18,0.86,1.48,7.55,7.55,53.06,36.84,,36.1,DEV-0096,1.1.0,1,0,None,Poor,train
F006747,B004997,2025-05-20 20:55:17.390579686,Silage,67.2,8.79,18.02,2.15,13.37,0.12,0.37,1.95,3.81,6.93,25.84,5.45,46.1,DEV-0038,1.0.0,3,0,None,Good,test
F006748,B006813,2025-05-20 21:25:08.810293676,Feed Mash,11.14,20.62,18.54,2.9,16.49,2.55,4.97,2.11,0.0,20.9,31.12,,57.5,DEV-0150,1.2.0,1,0,None,Good,train
F006749,B000453,2025-05-20 21:55:00.230007666,Feed Mash,8.38,25.09,23.35,2.84,19.13,4.76,0.0,4.79,2.97,15.48,33.5,,26.8,DEV-0023,1.2.0,1,0,None,Good,train
F006750,B004457,2025-05-20 22:24:51.649721658,Cattle Feed Pellet,8.83,19.85,15.16,2.93,17.74,0.97,0.0,2.61,3.6,37.59,29.19,,48.2,DEV-0045,1.0.0,2,0,None,Moderate,train
F006751,B008936,2025-05-20 22:54:43.069435648,Mineral Mixture,5.29,15.62,7.8,1.53,10.58,2.19,1.56,0.79,7.04,12.2,30.32,,21.7,DEV-0089,1.2.0,3,0,None,Good,validation
F006752,B004740,2025-05-20 23:24:34.489149638,Silage,72.17,10.82,23.9,1.7,13.36,0.44,1.08,4.76,3.62,41.77,25.32,5.0,39.0,DEV-0088,1.0.0,3,0,None,Poor,train
F006753,B002437,2025-05-20 23:54:25.908863628,Feed Mash,16.22,12.14,23.38,,12.05,0.96,1.85,2.32,2.65,11.81,33.89,,0.5,DEV-0078,1.1.0,1,0,None,Poor,train
F006754,B006402,2025-05-21 00:24:17.328577618,Silage,76.19,14.26,35.58,2.69,8.22,1.12,0.49,6.12,1.66,13.03,24.58,5.46,10.6,DEV-0023,1.1.0,1,0,None,Poor,train
F006755,B005644,2025-05-21 00:54:08.748291610,Silage,72.26,6.63,23.45,1.98,12.77,5.19,1.79,2.51,5.42,17.91,29.77,5.32,14.3,DEV-0005,1.0.0,2,0,None,Good,train
F006756,B001331,2025-05-21 01:24:00.168005600,Silage,62.55,,17.54,1.84,0.0,0.24,0.3,2.65,1.65,0.0,34.54,4.82,23.7,DEV-0067,1.2.0,3,0,None,Good,train
F006757,B008917,2025-05-21 01:53:51.587719590,Feed Mash,12.2,18.41,19.46,2.52,18.25,0.0,0.0,0.85,2.61,18.93,33.52,,0.3,DEV-0106,1.1.0,2,0,None,Good,test
F006758,B003532,2025-05-21 02:23:43.007433580,Silage,70.91,9.0,24.87,2.5,7.14,0.8,1.46,2.38,4.1,0.0,24.04,,40.4,DEV-0028,1.1.0,1,0,None,Good,train
F006759,B003496,2025-05-21 02:53:34.427147572,Feed Mash,12.4,17.08,10.86,2.86,15.33,1.33,0.99,2.95,3.15,12.51,25.14,,9.3,DEV-0128,1.1.0,3,0,None,Moderate,train
F006760,B001553,2025-05-21 03:23:25.846861562,Feed Mash,11.0,17.3,,2.62,11.4,1.08,2.59,9.47,2.06,18.34,28.96,,50.4,DEV-0026,1.2.0,1,0,None,Moderate,train
F006761,B008144,2025-05-21 03:53:17.266575552,Mineral Mixture,5.38,10.81,10.4,2.33,23.37,0.53,1.74,64.0,8.57,46.85,30.37,,29.8,DEV-0064,1.1.0,1,0,None,Unsafe,test
F006762,B002685,2025-05-21 04:23:08.686289542,Cattle Feed Pellet,12.47,30.0,18.35,2.7,5.05,0.74,0.0,4.19,3.74,0.0,24.59,,9.7,DEV-0056,1.1.0,1,0,None,Good,train
F006763,B008150,2025-05-21 04:53:00.106003534,Mineral Mixture,4.78,11.16,1.0,2.51,6.98,5.49,0.15,7.45,1.27,29.1,31.22,,14.1,DEV-0086,1.1.0,1,0,None,Good,validation
F006764,B001150,2025-05-21 05:22:51.525717524,Cattle Feed Pellet,5.76,23.03,19.55,3.02,4.9,1.91,1.42,1.29,1.02,0.0,20.45,,45.8,DEV-0070,1.1.0,2,0,None,Good,train
F006765,B003695,2025-05-21 05:52:42.945431514,Feed Mash,11.31,17.95,17.95,3.07,1.34,1.43,1.7,2.97,2.74,10.34,25.43,,33.4,DEV-0073,1.1.0,1,0,None,Good,train
F006766,B005878,2025-05-21 06:22:34.365145504,Cattle Feed Pellet,9.76,14.69,16.24,2.12,19.09,1.55,10.52,10.51,8.34,43.18,34.3,,34.8,DEV-0050,1.2.0,2,0,Sand/Silica Contamination,Poor,train
F006767,B006363,2025-05-21 06:52:25.784859496,Feed Mash,14.91,15.41,6.0,2.24,7.22,1.39,1.81,15.05,1.34,14.89,32.6,,2.6,DEV-0113,1.1.0,3,0,None,Poor,train
F006768,B008468,2025-05-21 07:22:17.204573486,Cattle Feed Pellet,12.73,15.68,15.92,,17.69,0.5,1.87,10.39,5.67,51.85,31.96,,21.9,DEV-0149,1.2.0,2,0,None,Poor,train
F006769,B001316,2025-05-21 07:52:08.624287476,Feed Mash,13.65,17.54,15.97,2.51,30.68,6.89,1.1,7.25,3.34,43.85,28.61,,55.0,DEV-0120,1.2.0,3,0,Excess Salt,Poor,train
F006770,B005946,2025-05-21 08:22:00.044001466,Mineral Mixture,2.44,8.15,6.85,1.65,14.38,0.43,1.54,1.38,3.94,19.71,29.19,,8.2,DEV-0144,1.1.0,3,0,None,Good,validation
F006771,B004418,2025-05-21 08:51:51.463715456,Silage,74.08,10.45,30.85,2.06,23.24,1.55,0.56,8.54,3.7,44.08,34.39,4.89,12.6,DEV-0021,1.0.0,1,0,None,Poor,train
F006772,B005043,2025-05-21 09:21:42.883429448,Mineral Mixture,6.73,5.31,6.92,2.0,5.87,1.01,3.12,3.99,1.77,11.19,32.74,,2.2,DEV-0147,1.1.0,2,0,None,Good,validation
F006773,B003420,2025-05-21 09:51:34.303143438,Silage,70.52,5.5,22.85,2.35,8.1,1.87,0.8,5.46,3.96,6.99,25.64,5.27,18.6,DEV-0093,1.2.0,1,0,None,Moderate,train
F006774,B005392,2025-05-21 10:21:25.722857428,Feed Mash,14.35,22.54,,2.42,3.25,0.0,0.0,1.89,5.83,9.5,25.1,,0.7,DEV-0031,1.1.0,3,0,None,Moderate,train
